"ReplicateNumber","S_Value"
272,0.477548173112559
267,0.498556812638432
258,0.568927157084925
306,0.376633085778359
274,0.259379167405274
304,0.640177099845468
270,0.408387312270933
281,0.492719330492584
273,0.417434226609836
287,0.501554944815588
303,0.790434004052762
248,0.417036861050582
286,0.504275336249013
232,0.448025378944996
302,0.303389853369646
282,0.441055532881422
309,0.539841483984939
333,0.602219454508381
332,0.80016012959584
322,0.25643203182174
308,0.166821736419282
327,0.488947254955972
279,0.367738996174703
323,0.441327576050815
305,0.39624381659352
328,0.428851195541795
307,0.734724391503028
349,0.650640399824327
301,0.322947921055267
331,0.172822193468796
330,0.674694195385774
350,0.603476262772206
365,0.560528010116128
326,0.486099227023039
345,0.786600367573939
341,0.398008649487441
318,0.672960726685163
346,0.257731543807146
320,0.631552520737242
329,0.460845077322763
381,0.386431148286449
324,0.573260666155136
325,0.543671515133343
319,0.298071409948389
348,0.329938839896968
347,0.816495196305275
278,0.520647898371135
362,0.465063256630101
335,0.456259280983041
340,0.297710420074354
344,0.425735069912913
398,0.476435534367101
351,0.498074252185955
343,0.720081407849087
337,0.320718710347777
321,0.635021420706511
357,0.669205415120079
379,0.237728304869803
356,0.68121166339464
376,0.622446674801574
397,0.436234078607268
358,0.547842488237704
355,0.865983078626275
338,0.413446435633967
377,0.303356115688281
336,0.656204967751588
380,0.634324985358303
352,0.469190537129126
367,0.457778870983838
369,0.625365807478612
373,0.737062110910879
342,0.297706264493862
368,0.189856258975648
363,0.116805087661286
395,0.286317055703168
364,0.699848780116749
394,0.584678705858479
399,0.404016516884837
385,0.645513070533973
354,0.225350419891991
370,0.462419089316743
360,0.622483656024103
371,0.668258203709591
386,0.604388419971206
383,0.227892345281352
353,0.443115337136792
359,0.44582819304154
393,0.789195048495085
366,0.535367055280904
277,0.223289347420726
378,0.483985562576145
372,0.416296943947617
339,0.247828637753704
361,0.578539523202126
375,0.269656683197711
382,0.687081210234485
388,0.887441669009534
392,0.535852484275898
389,0.459576359363095
384,0.63508985245092
396,0.574635130770467
391,0.484372276237277
390,0.355242619580278
401,0.483382064250449
334,0.328473758315023
403,0.859075773915495
374,0.699580471562887
402,0.583578870916731
406,0.776789713312284
387,0.498966632478832
404,0.530391622942608
405,0.815703700548654
436,0.26708342056943
433,0.629240941602447
438,0.721114196866439
437,0.370240006846447
434,0.370436928269779
435,0.613865293729536
417,0.31874998434677
407,0.718629758753919
409,0.432571969460975
416,0.404977115242059
429,0.46823650895929
431,0.336085562619243
415,0.457404215516917
428,0.783008059407163
430,0.282356503917598
471,0.636119155372974
410,0.643322689921113
424,0.616013208148124
432,0.317450920383577
408,0.393392454871013
426,0.428683018232497
414,0.534327323960034
427,0.521626638795813
472,0.797521346838203
467,0.425021892674629
419,0.344315807709484
421,0.500067348088578
420,0.584368312319662
470,0.537826961091305
423,0.80281984703924
418,0.291073251703358
412,0.504353994147643
425,0.225908492023399
411,0.300409964977881
413,0.242495336135075
422,0.415711634515933
468,0.658204079093493
469,0.348135585980164
464,0.890691951969932
465,0.3544436065515
473,0.302384620959771
444,0.771618273604654
452,0.654062849343738
460,0.415352269757706
461,0.334243561440994
442,0.343473604871834
441,0.312987665630632
474,0.768742490919145
456,0.415027136284149
457,0.356531956102312
463,0.358244468429817
466,0.200442603259207
458,0.536983453464717
439,0.782885042363062
454,0.461089070851477
455,0.476941944475392
453,0.749733752638091
459,0.481379344802934
462,0.560003937148246
449,0.581119343547904
443,0.69946675716421
447,0.691281097031266
448,0.667271322755002
440,0.628458656157638
451,0.520563843645468
450,0.507680331326655
446,0.414743756775866
445,0.645867116662238
492,0.406527736066495
490,0.245003469058216
489,0.279495779384535
481,0.504610795217312
488,0.349082217216732
476,0.523568786769106
491,0.623400866968067
482,0.456605286624063
475,0.586441435423401
486,0.648149174325184
487,0.35003240405746
479,0.481590977808895
484,0.738747550048157
483,0.476933619139518
477,0.303853069295652
478,0.395769055940991
480,0.32692169476374
485,0.652713531775272
493,0.257743315775994
499,0.327340459446457
498,0.388904537568746
497,0.172485365858559
496,0.408818667223445
495,0.642311786655817
494,0.551442979969929
500,0.634449776487724
