"replicate_number","estimated_QST","p_value_pos","p_value_neg","p_value"
257,0.552010331267172,0.713286713286713,0.287712287712288,0.534
254,0.471611308856843,0.897102897102897,0.103896103896104,0.138
253,0.433041855127299,0.953046953046953,0.047952047952048,0.054
255,0.442054987144397,0.944055944055944,0.0569430569430569,0.067
258,0.469602354543074,0.874125874125874,0.126873126873127,0.166
252,0.690511590791511,0.157842157842158,0.843156843156843,0.352
256,0.481736386595052,0.882117882117882,0.118881118881119,0.188
259,0.509195580612799,0.822177822177822,0.178821178821179,0.267
251,0.671460860573787,0.303696303696304,0.697302697302697,0.596
271,0.461333755236727,0.929070929070929,0.0719280719280719,0.09
296,0.661528909927755,0.234765234765235,0.766233766233766,0.584
292,0.702748645163766,0.125874125874126,0.875124875124875,0.315
294,0.63591003774724,0.343656343656344,0.657342657342657,0.739
293,0.369490629767298,0.99000999000999,0.010989010989011,0.011
269,0.439512400026571,0.918081918081918,0.0829170829170829,0.098
297,0.613312467142856,0.433566433566434,0.567432567432567,0.948
295,0.685997366222592,0.167832167832168,0.833166833166833,0.408
264,0.684218953776884,0.187812187812188,0.813186813186813,0.435
260,0.559386909422833,0.667332667332667,0.333666333666334,0.626
277,0.387472042595147,0.981018981018981,0.01998001998002,0.019
298,0.489930392836017,0.847152847152847,0.153846153846154,0.226
261,0.680481646652399,0.201798201798202,0.799200799200799,0.437
268,0.796119095096091,0.011988011988012,0.989010989010989,0.064
267,0.669240231337115,0.291708291708292,0.709290709290709,0.604
299,0.562105911637104,0.634365634365634,0.366633366633367,0.679
270,0.583148242950857,0.567432567432567,0.433566433566434,0.829
262,0.564407502085775,0.654345654345654,0.346653346653347,0.669
266,0.536458277855658,0.741258741258741,0.25974025974026,0.487
263,0.723998937158339,0.0899100899100899,0.911088911088911,0.239
300,0.44944100117324,0.934065934065934,0.0669330669330669,0.092
265,0.678976405523385,0.203796203796204,0.797202797202797,0.497
279,0.598750148921048,0.525474525474525,0.475524475524476,0.898
280,0.680169261756104,0.217782217782218,0.783216783216783,0.478
272,0.81999911707221,0.000999000999000999,1,0.024
273,0.620433245337839,0.417582417582418,0.583416583416583,0.874
276,0.326204177561957,0.995004995004995,0.00599400599400599,0.005
281,0.521115476827283,0.798201798201798,0.202797202797203,0.348
291,0.294346899260224,0.997002997002997,0.003996003996004,0.003
290,0.330494831821373,0.993006993006993,0.00799200799200799,0.007
